,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GAL_BATCH_mu=0.26_S,GLC_CHEM_mu=0.26_P,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLC_CHEM_mu=0.46_P,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate2_P,GLC_CHEM_mu=0.51_replicate1_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S
INDOLEt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEUTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPt2rpp_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4HOXPACDtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH4tex,1.1556906899999706,1.2607534799999973,2.1012558000000032,2.206318590000021,2.206318590000021,2.3113813799999874,2.7316325399999384,2.7316325399999766,3.1518837000000324,3.2569464899999994,3.2569464899999994,3.677197650000095,3.78226043999999,4.202511600000058,4.20251159999996,4.307574389999998,4.412637180000038,4.622762760000021,0.02762406927080882,4.832888340000002,4.937951129999946,4.937951129999963,5.148076709999991,5.2531394999999454,5.3582022899999995,5.3582022899999995,5.778453449999997,5.778453450000086,5.7784534500000895,6.093641819999959,6.30376740000003,6.618955769999984,6.829081349999916,6.934144139999758,7.039206929999842,10.82146737000013
UACGAMtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMHE,0.00358644,0.00391248,0.0065208,0.006846839999999993,0.006846839999999993,0.00717288,0.008477039999999991,0.00847704,0.0097812,0.01010724,0.01010724,0.0114114,0.01173744,0.0130416,0.013041599999999987,0.013367640000000014,0.01369368,0.01434576,0.014997839999999985,0.014997840000000002,0.015323879999999956,0.01532388,0.01597596000000001,0.016302,0.01662804,0.01662804,0.017932200000000002,0.017932200000000002,0.017932200000000002,0.018910319999999998,0.01956239999999998,0.02054051999999995,0.021192600000000002,0.021518640000000002,0.021844680000000002,0.03358212
F6PA_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019241999999999998,0.0,0.0,0.0,0.0,0.0025656000000000003,0.0,0.0,0.00269388,0.0028221599999999998,0.0,0.0,0.597014679999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt6pp_reverse,0.00054472,0.00059424,0.0009904,0.00103992,0.00103992,0.00108944,0.00128752,0.00128752,0.0014856,0.0015351199999999998,0.0015351199999999998,0.0017331999999999998,0.0017827199999999998,0.0019808,0.0019808,0.00203032,0.00207984,0.00217888,0.00227792,0.00227792,0.0023274399999999996,0.0023274399999999996,0.00242648,0.002476,0.00252552,0.00252552,0.0027236,0.0027236,0.0027236,0.00287216,0.0029712,0.00311976,0.0032188,0.00326832,0.00331784,0.00510056
AP4AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALTptspp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_o2s_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPAS2_reverse,0.00607574,0.00662808,0.0110468,0.011599139999999999,0.011599139999999999,0.01215148,0.01436084,0.01436084,0.0165702,0.01712254,0.01712254,0.0193319,0.019884239999999997,0.0220936,0.0220936,0.022645939999999996,0.023198279999999998,0.02430296,0.02540764,0.02540764,0.025959979999999997,0.025959979999999997,0.027064659999999997,0.027617,0.02816934,0.02816934,0.0303787,0.0303787,0.0303787,0.03203572,0.0331404,0.03479742,0.0359021,0.03645444,0.03700678,0.05689102
FRULYStex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glyb_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAR181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP4AH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYROX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIuabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO3R1bpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHAt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHKK,0.04091163999999999,0.044630880000000005,0.07438479999999999,0.07810404,0.07810404,0.08182327999999998,0.09670024000000002,0.09670024000000002,0.11157719999999996,0.11529643999999997,0.11529643999999997,0.1301734,0.13389263999999995,0.1487696,0.14876960000000003,0.15248884000000001,0.15620808000000003,0.16364655999999997,0.17108504000000008,0.17108504000000008,0.17480428,0.17480428,0.18224276000000003,0.18596199999999993,0.18968123999999997,0.18968123999999997,0.20455820000000005,0.20455820000000002,0.20455820000000002,0.2157159199999999,0.22315439999999995,0.23431212,0.2417506000000001,0.24546984000000008,0.2491890800000001,0.38308171999999974
URDGLYCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPA140pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5DGLCNR_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zn2tex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAS160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHAAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LALGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECAP2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_ade_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACT7r_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABUTtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHOXtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMNPtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISETACtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ktex,0.0204259,0.0222828,0.037138,0.0389949,0.0389949,0.0408518,0.0482794,0.0482794,0.055707,0.0575639,0.0575639,0.0649915,0.0668484,0.074276,0.074276,0.07613289999999999,0.0779898,0.0817036,0.0854174,0.0854174,0.0872743,0.0872743,0.0909881,0.092845,0.09470189999999999,0.09470189999999999,0.1021295,0.1021295,0.1021295,0.1077002,0.111414,0.1169847,0.1206985,0.1225554,0.1244123,0.1912607
DHAPT,0.24821036884375802,0.25407035662500127,0.3009505181249989,0.3068105072812429,0.3068105072812429,0.31267073768750425,2.2198228354315677,0.33611077268750833,0.0,0.36541103946874964,0.36541103946874964,0.388850906718721,0.39471093262500323,0.0,0.4181510362500116,0.4240110621562503,0.0,0.0,0.4513937890208436,0.4533111916875001,3.9739826642592226,0.4591712175937607,0.47089126940625287,0.4767512953125188,0.48261132121875017,0.48261132121875017,0.5060514248437518,0.44002582500000287,0.0,0.5236315025625107,0.5353515543749877,0.5529316320937537,0.564651683906275,0.5705117098125724,0.5763717357187961,0.7873326683437063
EX_pppn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABUTt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEENTERexs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE3abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022283999999999997,0.0,0.0,0.0,0.0,0.0029712000000000002,0.0,0.0,0.0031197599999999996,0.00326832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSD160,0.00485804,0.005299679999999999,0.0088328,0.00927444,0.00927444,0.00971608,0.01148264,0.01148264,0.0132492,0.013690840000000001,0.013690840000000001,0.0154574,0.01589904,0.0176656,0.0176656,0.018107239999999997,0.01854888,0.01943216,0.02031544,0.02031544,0.02075708,0.02075708,0.021640359999999997,0.022082,0.022523639999999998,0.022523639999999998,0.0242902,0.024290200000000005,0.0242902,0.025615119999999998,0.0264984,0.02782332,0.028706600000000002,0.02914824,0.02958988,0.04548892
CYSDtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALDtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALAR,0.0026710199999999927,0.00291384,0.0048564,0.00509922,0.00509922,0.005342039999999985,0.00631332000000001,0.00631332000000001,0.007284600000000001,0.007527419999999967,0.007527419999999967,0.008498699999999991,0.008741520000000004,0.0097128,0.0097128,0.00995562,0.01019844,0.010684079999999997,0.011169720000000001,0.011169719999999998,0.01141254000000001,0.01141254000000001,0.011898180000000008,0.012140999999999996,0.01238381999999998,0.01238381999999998,0.013355100000000031,0.013355100000000002,0.013355100000000033,0.014083559999999992,0.014569200000000015,0.015297659999999973,0.0157833,0.016026119999999984,0.016268940000000023,0.025010459999999946
EX_zn2_e_reverse,3.5640000000000004e-05,3.888e-05,6.48e-05,6.804e-05,6.804e-05,7.128000000000001e-05,8.424e-05,8.424e-05,9.72e-05,0.00010044000000000001,0.00010044000000000001,0.00011339999999999999,0.00011664,0.0001296,0.0001296,0.00013284,0.00013608,0.00014256000000000002,0.00014904000000000002,0.00014904000000000002,0.00015228,0.00015228,0.00015876,0.000162,0.00016524,0.00016524,0.00017820000000000002,0.00017820000000000002,0.00017820000000000002,0.00018792,0.0001944,0.00020412000000000002,0.00021060000000000002,0.00021384000000000003,0.00021708000000000003,0.00033372
MINCYCtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRNt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALDtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URIt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYANST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUDy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_gam6p_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGP181abcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCINNMtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLDR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8803362000000077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLIPA2A140pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6PA,0.24821036884375802,0.25407035662500127,0.3009505181249989,0.3068105072812429,0.3068105072812429,0.31267073768750425,2.2198228354315677,0.33611077268750833,0.0,0.36541103946874964,0.36541103946874964,0.388850906718721,0.39471093262500323,0.0,0.4181510362500116,0.4240110621562503,0.0,0.0,0.4513937890208436,0.4533111916875001,0.0,0.4591712175937607,0.47089126940625287,0.4767512953125188,0.48261132121875017,0.48261132121875017,0.5060514248437518,0.44002582500000287,0.0,0.5236315025625107,0.5353515543749877,0.5529316320937537,0.564651683906275,0.5705117098125724,0.5763717357187961,0.7873326683437063
FRUtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.737770649218719,0.0,0.0,0.0
NO2t2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UM3PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI1PP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26DAHtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSt2rpp_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHEtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
